nb_drones: 5

# ── HUBS ──
start_hub: hub_21509749 51124 544073 [color=green max_drones=5]
connection: node_81733945-node_281071810 [max_link_capacity=2]
connection: node_602618386-node_281071810 [max_link_capacity=2]
connection: node_602618386-node_81734035 [max_link_capacity=2]
connection: node_602618386-node_81733945 [max_link_capacity=2]
connection: node_281071810-node_270503907 [max_link_capacity=2]
connection: node_281071810-node_81733945 [max_link_capacity=2]
connection: node_81733982-node_430124222 [max_link_capacity=2]
connection: node_81733982-node_1014721479 [max_link_capacity=2]
connection: node_81733982-node_81733991 [max_link_capacity=2]
connection: node_430124222-node_81733982 [max_link_capacity=2]
connection: node_430124222-node_271408607 [max_link_capacity=2]
connection: node_430124222-node_81733997 [max_link_capacity=2]
connection: node_1014721479-node_81733985 [max_link_capacity=5]
connection: node_1014721479-node_271409876 [max_link_capacity=2]
connection: node_1014721479-node_271408610 [max_link_capacity=5]
connection: node_1014721479-node_81733982 [max_link_capacity=2]
connection: node_81733991-node_423047248 [max_link_capacity=2]
connection: node_81733991-node_81733997 [max_link_capacity=2]
connection: node_81733991-node_81733982 [max_link_capacity=2]
connection: node_81733985-node_1014721479 [max_link_capacity=5]
connection: node_81733985-node_948191805 [max_link_capacity=2]
connection: node_81733985-node_81745043 [max_link_capacity=5]
connection: node_948191805-node_948192168 [max_link_capacity=2]
connection: node_948191805-node_271409891 [max_link_capacity=2]
connection: node_948191805-node_81733985 [max_link_capacity=2]
connection: node_81745043-node_266874477 [max_link_capacity=2]
connection: node_81745043-node_451759325 [max_link_capacity=5]
connection: node_81745043-node_81733985 [max_link_capacity=5]
connection: node_81733997-node_81734005 [max_link_capacity=2]
connection: node_81733997-node_81733991 [max_link_capacity=2]
connection: node_81733997-node_430124222 [max_link_capacity=2]
connection: node_81733997-node_423047248 [max_link_capacity=2]
connection: node_81734005-node_81733997 [max_link_capacity=2]
connection: node_81734005-node_271408607 [max_link_capacity=2]
connection: node_81734005-node_430124224 [max_link_capacity=2]
connection: node_430124224-node_81734035 [max_link_capacity=2]
connection: node_430124224-node_81734005 [max_link_capacity=2]
connection: node_430124224-node_430124226 [max_link_capacity=2]
connection: node_81734035-node_270503907 [max_link_capacity=2]
connection: node_81734035-node_430124224 [max_link_capacity=2]
connection: node_81734035-node_270504413 [max_link_capacity=2]
connection: node_81734035-node_602618386 [max_link_capacity=2]
connection: node_270503907-node_81734035 [max_link_capacity=2]
connection: node_270503907-node_281071810 [max_link_capacity=2]
connection: node_270503907-node_270503874 [max_link_capacity=2]
connection: node_270504413-node_270504415 [max_link_capacity=2]
connection: node_270504413-node_81734035 [max_link_capacity=2]
connection: node_270504413-node_281071802 [max_link_capacity=2]
connection: node_81742405-node_435601406 [max_link_capacity=5]
connection: node_81742405-node_2411829878 [max_link_capacity=5]
connection: node_435601406-node_435601408 [max_link_capacity=2]
connection: node_435601406-node_435601403 [max_link_capacity=2]
connection: node_435601406-node_1738947572 [max_link_capacity=5]
connection: node_435601406-node_81742405 [max_link_capacity=5]
connection: node_2411829878-node_1024832490 [max_link_capacity=5]
connection: node_2411829878-node_81742413 [max_link_capacity=2]
connection: node_81742413-node_2411829878 [max_link_capacity=2]
connection: node_266874477-node_271409893 [max_link_capacity=2]
connection: node_266874477-node_81748586 [max_link_capacity=2]
connection: node_266874477-node_81745043 [max_link_capacity=2]
connection: node_81748586-node_266874477 [max_link_capacity=2]
connection: node_81748586-node_429215523 [max_link_capacity=2]
connection: node_81748586-node_451759325 [max_link_capacity=2]
connection: node_429215523-node_81748622 [max_link_capacity=2]
connection: node_429215523-node_81748622 [max_link_capacity=2]
connection: node_429215523-node_81748586 [max_link_capacity=2]
connection: node_81748622-node_429215523 [max_link_capacity=2]
connection: node_81748622-node_429215523 [max_link_capacity=2]
connection: node_81748622-node_81755998 [max_link_capacity=2]
connection: node_81755998-node_81756021 [max_link_capacity=2]
connection: node_81755998-node_81748628 [max_link_capacity=2]
connection: node_81755998-node_81748622 [max_link_capacity=2]
connection: node_81748628-node_81755998 [max_link_capacity=2]
connection: node_428803439-node_81756021 [max_link_capacity=5]
connection: node_428803439-node_1738947572 [max_link_capacity=5]
connection: node_428803439-node_428803447 [max_link_capacity=2]
connection: node_81806438-node_266522979 [max_link_capacity=2]
connection: node_81806438-node_1600874614 [max_link_capacity=2]
connection: node_81806438-node_81806446 [max_link_capacity=2]
connection: node_266522979-node_81806438 [max_link_capacity=2]
connection: node_266522979-node_266522980 [max_link_capacity=2]
connection: node_266522979-node_266508433 [max_link_capacity=2]
connection: node_86050654-node_1213558187 [max_link_capacity=2]
connection: node_86050654-node_95112515 [max_link_capacity=2]
connection: node_86050654-node_2286708121 [max_link_capacity=2]
connection: node_1213558187-node_1213557835 [max_link_capacity=2]
connection: node_1213558187-node_86050666 [max_link_capacity=2]
connection: node_1213558187-node_86050654 [max_link_capacity=2]
connection: node_2286708121-node_535177321 [max_link_capacity=2]
connection: node_2286708121-node_86050654 [max_link_capacity=2]
connection: node_2286708121-node_2286708130 [max_link_capacity=2]
connection: node_86050666-node_1213558187 [max_link_capacity=2]
connection: node_86050684-node_1203434082 [max_link_capacity=2]
connection: node_86050684-node_86054014 [max_link_capacity=2]
connection: node_86050684-node_825023822 [max_link_capacity=2]
connection: node_1203434082-node_1203434082 [max_link_capacity=2]
connection: node_1203434082-node_1203434082 [max_link_capacity=2]
connection: node_1203434082-node_86050684 [max_link_capacity=2]
connection: node_86054014-node_86050757 [max_link_capacity=2]
connection: node_86054014-node_86050684 [max_link_capacity=2]
connection: node_86054014-node_1203433999 [max_link_capacity=2]
connection: node_86050757-node_86054014 [max_link_capacity=2]
connection: node_86053975-node_1203433999 [max_link_capacity=2]
connection: node_86053975-node_1203433853 [max_link_capacity=2]
connection: node_86053975-node_86053974 [max_link_capacity=2]
connection: node_1203433999-node_86053975 [max_link_capacity=2]
connection: node_1203433999-node_1203433853 [max_link_capacity=2]
connection: node_1203433999-node_86054014 [max_link_capacity=2]
connection: node_1203433853-node_1203433952 [max_link_capacity=2]
connection: node_1203433853-node_1203433999 [max_link_capacity=2]
connection: node_1203433853-node_86053975 [max_link_capacity=2]
connection: node_90465707-node_90465705 [max_link_capacity=2]
connection: node_90465707-node_90465708 [max_link_capacity=2]
connection: node_90465707-node_90465708 [max_link_capacity=2]
connection: node_90465708-node_90465707 [max_link_capacity=2]
connection: node_90465708-node_90465707 [max_link_capacity=2]
connection: node_90465708-node_90465723 [max_link_capacity=2]
connection: node_1067949253-node_1067949146 [max_link_capacity=2]
connection: node_1067949253-node_95034779 [max_link_capacity=2]
connection: node_1067949253-node_90473324 [max_link_capacity=2]
connection: node_583331040-node_91716498 [max_link_capacity=2]
connection: node_583331040-node_1556688083 [max_link_capacity=2]
connection: node_583331040-node_1025039190 [max_link_capacity=2]
connection: node_1556688060-node_91716498 [max_link_capacity=10]
connection: node_1556688060-node_1556688044 [max_link_capacity=10]
connection: node_91716534-node_1536878684 [max_link_capacity=2]
connection: node_1536878684-node_1536878662 [max_link_capacity=10]
connection: node_1536878684-node_91716534 [max_link_capacity=2]
connection: node_1536878684-node_1536878695 [max_link_capacity=10]
connection: node_94066561-node_266652926 [max_link_capacity=2]
connection: node_94066561-node_1561447085 [max_link_capacity=2]
connection: node_94066561-node_94066569 [max_link_capacity=2]
connection: node_94066561-node_96068889 [max_link_capacity=2]
connection: node_266652926-node_94066561 [max_link_capacity=2]
connection: node_266652926-node_266652927 [max_link_capacity=2]
connection: node_266652926-node_96061992 [max_link_capacity=2]
connection: node_1561447085-node_519710552 [max_link_capacity=2]
connection: node_1561447085-node_94066561 [max_link_capacity=2]
connection: node_1561447085-node_96070326 [max_link_capacity=2]
connection: node_1561447085-node_94066569 [max_link_capacity=2]
connection: node_94066569-node_1561447088 [max_link_capacity=2]
connection: node_94066569-node_94066561 [max_link_capacity=2]
connection: node_94066569-node_1561447085 [max_link_capacity=2]
connection: node_96068889-node_96070326 [max_link_capacity=2]
connection: node_96068889-node_289467301 [max_link_capacity=2]
connection: node_96068889-node_94066561 [max_link_capacity=2]
connection: node_96068889-node_94066562 [max_link_capacity=2]
connection: node_289467306-node_289467303 [max_link_capacity=2]
connection: node_289467306-node_471884877 [max_link_capacity=2]
connection: node_289467306-node_94066562 [max_link_capacity=2]
connection: node_2272643215-node_94066562 [max_link_capacity=2]
connection: node_1561447088-node_96057115 [max_link_capacity=2]
connection: node_1561447088-node_94066569 [max_link_capacity=2]
connection: node_1561447088-node_1561447092 [max_link_capacity=2]
connection: node_11150211508-node_94071533 [max_link_capacity=2]
connection: node_11150211508-node_197737564 [max_link_capacity=2]
connection: node_11150211508-node_197743836 [max_link_capacity=2]
connection: node_94072320-node_94072323 [max_link_capacity=2]
connection: node_94072320-node_94072311 [max_link_capacity=2]
connection: node_94072320-node_275376463 [max_link_capacity=2]
connection: node_1132413080-node_94072311 [max_link_capacity=2]
connection: node_94072323-node_94072320 [max_link_capacity=2]
connection: node_94072323-node_275376454 [max_link_capacity=2]
connection: node_94072323-node_94077919 [max_link_capacity=2]
connection: node_275376463-node_275376466 [max_link_capacity=2]
connection: node_275376463-node_94072320 [max_link_capacity=2]
connection: node_275376463-node_441701726 [max_link_capacity=2]
connection: node_275376454-node_275376466 [max_link_capacity=2]
connection: node_275376454-node_94072323 [max_link_capacity=2]
connection: node_275376454-node_1132413090 [max_link_capacity=2]
connection: node_94077919-node_471116629 [max_link_capacity=2]
connection: node_94077919-node_94072323 [max_link_capacity=2]
connection: node_94077919-node_94075469 [max_link_capacity=2]
connection: node_95045162-node_94075469 [max_link_capacity=2]
connection: node_94075484-node_275376466 [max_link_capacity=2]
connection: node_94075484-node_94075492 [max_link_capacity=2]
connection: node_94075484-node_94075492 [max_link_capacity=2]
connection: node_275376466-node_94075484 [max_link_capacity=2]
connection: node_275376466-node_275376454 [max_link_capacity=2]
connection: node_275376466-node_275376463 [max_link_capacity=2]
connection: node_94075492-node_94076581 [max_link_capacity=2]
connection: node_94075492-node_94075484 [max_link_capacity=2]
connection: node_94075492-node_94075484 [max_link_capacity=2]
connection: node_94076581-node_94076593 [max_link_capacity=2]
connection: node_94076581-node_94075492 [max_link_capacity=2]
connection: node_94076581-node_94076609 [max_link_capacity=2]
connection: node_94076593-node_94076581 [max_link_capacity=2]
connection: node_94076593-node_525779986 [max_link_capacity=2]
connection: node_94076593-node_94076609 [max_link_capacity=2]
connection: node_94076609-node_94077891 [max_link_capacity=2]
connection: node_94076609-node_94076581 [max_link_capacity=2]
connection: node_94076609-node_94076593 [max_link_capacity=2]
connection: node_94077891-node_94077895 [max_link_capacity=2]
connection: node_94077891-node_94076609 [max_link_capacity=2]
connection: node_94077891-node_1069235505 [max_link_capacity=2]
connection: node_94077895-node_94077891 [max_link_capacity=2]
connection: node_94077895-node_525779986 [max_link_capacity=2]
connection: node_94077895-node_471116629 [max_link_capacity=2]
connection: node_1069235505-node_94077891 [max_link_capacity=2]
connection: node_471116629-node_94077919 [max_link_capacity=2]
connection: node_471116629-node_94077895 [max_link_capacity=2]
connection: node_471116629-node_525781771 [max_link_capacity=2]
connection: node_94655043-node_94655047 [max_link_capacity=2]
connection: node_94655043-node_21740405 [max_link_capacity=2]
connection: node_94593166-node_94600787 [max_link_capacity=2]
connection: node_94593166-node_94593168 [max_link_capacity=2]
connection: node_94593166-node_96058567 [max_link_capacity=2]
connection: node_94593166-node_1431732873 [max_link_capacity=2]
connection: node_94593168-node_94593166 [max_link_capacity=2]
connection: node_94593168-node_96058567 [max_link_capacity=2]
connection: node_94593168-node_1431732864 [max_link_capacity=2]
connection: node_96058567-node_96058564 [max_link_capacity=2]
connection: node_96058567-node_94593168 [max_link_capacity=2]
connection: node_96058567-node_94593166 [max_link_capacity=2]
connection: node_1431732873-node_96060104 [max_link_capacity=2]
connection: node_1431732873-node_1431732869 [max_link_capacity=2]
connection: node_1431732873-node_94593166 [max_link_capacity=2]
connection: node_1431732873-node_1431732876 [max_link_capacity=2]
connection: node_1431732864-node_1431732869 [max_link_capacity=2]
connection: node_1431732864-node_94593168 [max_link_capacity=2]
connection: node_1431732864-node_96060109 [max_link_capacity=2]
connection: node_1559022274-node_1289271184 [max_link_capacity=2]
connection: node_1559022274-node_1559033314 [max_link_capacity=2]
connection: node_1559022274-node_1289349583 [max_link_capacity=2]
connection: node_1559022274-node_94648008 [max_link_capacity=2]
connection: node_94675162-node_95061585 [max_link_capacity=2]
connection: node_94675162-node_615959296 [max_link_capacity=2]
connection: node_94675162-node_255711596 [max_link_capacity=2]
connection: node_95061585-node_95061955 [max_link_capacity=2]
connection: node_95061585-node_95063773 [max_link_capacity=2]
connection: node_95061585-node_94675162 [max_link_capacity=2]
connection: node_255711596-node_94675162 [max_link_capacity=2]
connection: node_94816107-node_130426255 [max_link_capacity=2]
connection: node_94816107-node_1227186318 [max_link_capacity=2]
connection: node_94816107-node_130426232 [max_link_capacity=2]
connection: node_130426255-node_535189101 [max_link_capacity=2]
connection: node_130426255-node_94816107 [max_link_capacity=2]
connection: node_130426255-node_130426242 [max_link_capacity=2]
connection: node_1227186318-node_94816107 [max_link_capacity=2]
connection: node_1227186318-node_1227186306 [max_link_capacity=2]
connection: node_1227193620-node_94819585 [max_link_capacity=2]
connection: node_1227193620-node_1227193578 [max_link_capacity=2]
connection: node_1227193620-node_1559022371 [max_link_capacity=2]
connection: node_364663541-node_94828102 [max_link_capacity=2]
connection: node_364663541-node_364663554 [max_link_capacity=2]
connection: node_364663541-node_94828107 [max_link_capacity=2]
connection: node_364663554-node_364663541 [max_link_capacity=2]
connection: node_364663554-node_1558997382 [max_link_capacity=2]
connection: node_364663554-node_94828107 [max_link_capacity=2]
connection: node_94870757-node_94870774 [max_link_capacity=2]
connection: node_94870757-node_94872075 [max_link_capacity=2]
connection: node_94870757-node_94870763 [max_link_capacity=2]
connection: node_94870769-node_94870774 [max_link_capacity=2]
connection: node_278554533-node_278554520 [max_link_capacity=2]
connection: node_278554533-node_278554534 [max_link_capacity=2]
connection: node_278554533-node_94870774 [max_link_capacity=2]
connection: node_94905095-node_94905103 [max_link_capacity=2]
connection: node_94905095-node_94905087 [max_link_capacity=2]
connection: node_94905095-node_94905116 [max_link_capacity=2]
connection: node_94905116-node_94905095 [max_link_capacity=2]
connection: node_94905116-node_94905087 [max_link_capacity=2]
connection: node_94905116-node_94913291 [max_link_capacity=2]
connection: node_713583697-node_254306908 [max_link_capacity=2]
connection: node_713583697-node_5610241292 [max_link_capacity=2]
connection: node_713583697-node_94905110 [max_link_capacity=5]
connection: node_713583697-node_713844313 [max_link_capacity=5]
connection: node_248060126-node_94922478 [max_link_capacity=2]
connection: node_248060126-node_248060126 [max_link_capacity=2]
connection: node_94944265-node_94925287 [max_link_capacity=2]
connection: node_94944265-node_94952249 [max_link_capacity=2]
connection: node_94944265-node_94964218 [max_link_capacity=2]
connection: node_94952249-node_94964218 [max_link_capacity=2]
connection: node_94952249-node_94952253 [max_link_capacity=2]
connection: node_94952249-node_94944265 [max_link_capacity=2]
connection: node_94964218-node_353895486 [max_link_capacity=2]
connection: node_94964218-node_94952249 [max_link_capacity=2]
connection: node_94964218-node_94958491 [max_link_capacity=2]
connection: node_94964218-node_94944265 [max_link_capacity=2]
connection: node_94952253-node_94952249 [max_link_capacity=2]
connection: node_94952253-node_94953676 [max_link_capacity=2]
connection: node_94952253-node_94958486 [max_link_capacity=2]
connection: node_251355092-node_94953671 [max_link_capacity=5]
connection: node_251355092-node_251355125 [max_link_capacity=5]
connection: node_251355092-node_251355099 [max_link_capacity=2]
connection: node_94954349-node_94953676 [max_link_capacity=2]
connection: node_94954349-node_94955768 [max_link_capacity=2]
connection: node_94954349-node_94953671 [max_link_capacity=2]
connection: node_1728178673-node_94964221 [max_link_capacity=2]
connection: node_1728178673-node_1728178639 [max_link_capacity=10]
connection: node_7531636293-node_94964225 [max_link_capacity=2]
connection: node_260000131-node_265072648 [max_link_capacity=2]
connection: node_260000131-node_95000477 [max_link_capacity=2]
connection: node_260000131-node_1560929275 [max_link_capacity=2]
connection: node_95006137-node_889314175 [max_link_capacity=2]
connection: node_95006137-node_257736722 [max_link_capacity=2]
connection: node_95006137-node_886868109 [max_link_capacity=2]
connection: node_257736722-node_95006137 [max_link_capacity=2]
connection: node_257736722-node_257736719 [max_link_capacity=2]
connection: node_257736722-node_881323047 [max_link_capacity=2]
connection: node_886868109-node_886868107 [max_link_capacity=2]
connection: node_886868109-node_257736719 [max_link_capacity=2]
connection: node_886868109-node_95006137 [max_link_capacity=2]
connection: node_95034779-node_1067949253 [max_link_capacity=2]
connection: node_95034779-node_423024082 [max_link_capacity=2]
connection: node_95034779-node_95034872 [max_link_capacity=2]
connection: node_1067949146-node_1067949253 [max_link_capacity=2]
connection: node_1067949146-node_133108294 [max_link_capacity=2]
connection: node_1067949146-node_95034872 [max_link_capacity=2]
connection: node_95048538-node_95048540 [max_link_capacity=2]
connection: node_95048538-node_133123247 [max_link_capacity=2]
connection: node_95048538-node_95048539 [max_link_capacity=2]
connection: node_95048540-node_95048538 [max_link_capacity=2]
connection: node_95048540-node_95048541 [max_link_capacity=2]
connection: node_95048540-node_331850113 [max_link_capacity=2]
connection: node_95048541-node_95048540 [max_link_capacity=2]
connection: node_95048541-node_95048539 [max_link_capacity=2]
connection: node_95048541-node_331850113 [max_link_capacity=2]
connection: node_331850113-node_331850112 [max_link_capacity=2]
connection: node_331850113-node_95048540 [max_link_capacity=2]
connection: node_331850113-node_95048541 [max_link_capacity=2]
connection: node_331850113-node_133123247 [max_link_capacity=2]
connection: node_430124218-node_95061578 [max_link_capacity=2]
connection: node_385123749-node_385123796 [max_link_capacity=2]
connection: node_385123749-node_95063773 [max_link_capacity=2]
connection: node_385123749-node_95063787 [max_link_capacity=2]
connection: node_95063787-node_266010795 [max_link_capacity=2]
connection: node_95063787-node_371757124 [max_link_capacity=2]
connection: node_95063787-node_385123749 [max_link_capacity=2]
connection: node_373479088-node_1378696354 [max_link_capacity=2]
connection: node_373479088-node_245962376 [max_link_capacity=2]
connection: node_373479088-node_95064971 [max_link_capacity=2]
connection: node_428069331-node_95065926 [max_link_capacity=2]
connection: node_428069331-node_429971811 [max_link_capacity=2]
connection: node_428069331-node_1369147044 [max_link_capacity=2]
connection: node_2287260690-node_29690169 [max_link_capacity=10]
connection: node_2287260690-node_1240298390 [max_link_capacity=10]
connection: node_2287260690-node_1240298430 [max_link_capacity=10]
connection: node_1305814520-node_1305814642 [max_link_capacity=2]
connection: node_1305814520-node_95089950 [max_link_capacity=2]
connection: node_1305814520-node_1305814309 [max_link_capacity=2]
connection: node_367695856-node_21740308 [max_link_capacity=10]
connection: node_367693833-node_95092975 [max_link_capacity=2]
connection: node_1236486137-node_289877317 [max_link_capacity=2]
connection: node_1236486137-node_1559033334 [max_link_capacity=2]
connection: node_1236486137-node_1236486142 [max_link_capacity=2]
connection: node_1236486137-node_95092975 [max_link_capacity=2]
connection: node_1133490603-node_1180986854 [max_link_capacity=2]
connection: node_1133490603-node_732715209 [max_link_capacity=2]
connection: node_1133490603-node_95094493 [max_link_capacity=2]
connection: node_95140053-node_2945724281 [max_link_capacity=5]
connection: node_95140053-node_452168545 [max_link_capacity=2]
connection: node_95140053-node_430871922 [max_link_capacity=5]
connection: node_95140053-node_6137160100 [max_link_capacity=2]
connection: node_2945724281-node_271406775 [max_link_capacity=5]
connection: node_2945724281-node_95140053 [max_link_capacity=5]
connection: node_2945724281-node_2945724280 [max_link_capacity=2]
connection: node_452168545-node_95140053 [max_link_capacity=2]
connection: node_452168545-node_452168536 [max_link_capacity=2]
connection: node_452168545-node_3427564012 [max_link_capacity=2]
connection: node_430871922-node_95140053 [max_link_capacity=5]
connection: node_430871922-node_1728178741 [max_link_capacity=5]
connection: node_1042254973-node_95146694 [max_link_capacity=2]
connection: node_423011104-node_95146694 [max_link_capacity=2]
connection: node_423011104-node_1536878700 [max_link_capacity=2]
connection: node_423011104-node_423011214 [max_link_capacity=2]
connection: node_1042255065-node_95146694 [max_link_capacity=2]
connection: node_1055806680-node_1556688040 [max_link_capacity=5]
connection: node_1055806680-node_95158373 [max_link_capacity=2]
connection: node_1055806680-node_95147953 [max_link_capacity=5]
connection: node_1536878700-node_423011104 [max_link_capacity=2]
connection: node_1536878700-node_95147953 [max_link_capacity=5]
connection: node_1536878700-node_1536878695 [max_link_capacity=10]
connection: node_1536878700-node_451699807 [max_link_capacity=10]
connection: node_667751126-node_423010518 [max_link_capacity=2]
connection: node_667751126-node_423010518 [max_link_capacity=2]
connection: node_667751126-node_95158375 [max_link_capacity=2]
connection: node_95964065-node_441245900 [max_link_capacity=2]
connection: node_95964065-node_95949573 [max_link_capacity=2]
connection: node_95964065-node_1019645002 [max_link_capacity=2]
connection: node_2619432188-node_95949573 [max_link_capacity=2]
connection: node_2619432188-node_2619432200 [max_link_capacity=5]
connection: node_441245900-node_95964065 [max_link_capacity=2]
connection: node_441245900-node_441246097 [max_link_capacity=2]
connection: node_441245900-node_441245802 [max_link_capacity=2]
connection: node_95964081-node_95964082 [max_link_capacity=2]
connection: node_95964081-node_95964084 [max_link_capacity=2]
connection: node_95964081-node_95964068 [max_link_capacity=2]
connection: node_95964082-node_95964081 [max_link_capacity=2]
connection: node_95964082-node_95964070 [max_link_capacity=2]
connection: node_95964082-node_441245802 [max_link_capacity=2]
connection: node_441245802-node_95964082 [max_link_capacity=2]
connection: node_441245802-node_441245900 [max_link_capacity=2]
connection: node_441245802-node_441246097 [max_link_capacity=2]
connection: node_96030150-node_96032049 [max_link_capacity=2]
connection: node_96030150-node_96030115 [max_link_capacity=2]
connection: node_96030150-node_249176857 [max_link_capacity=2]
connection: node_96030150-node_1558436876 [max_link_capacity=2]
connection: node_96032777-node_534967483 [max_link_capacity=2]
connection: node_96032777-node_249173821 [max_link_capacity=10]
connection: node_96032777-node_96030115 [max_link_capacity=2]
connection: node_96032049-node_96032046 [max_link_capacity=2]
connection: node_96032049-node_96031808 [max_link_capacity=2]
connection: node_96032049-node_96030150 [max_link_capacity=2]
connection: node_684617609-node_96030152 [max_link_capacity=2]
connection: node_96032046-node_1558436876 [max_link_capacity=2]
connection: node_96032046-node_96031808 [max_link_capacity=2]
connection: node_96032046-node_96032049 [max_link_capacity=2]
connection: node_534967483-node_96032777 [max_link_capacity=2]
connection: node_534967483-node_249146870 [max_link_capacity=2]
connection: node_534967483-node_534967484 [max_link_capacity=10]
connection: node_249173821-node_1558436872 [max_link_capacity=10]
connection: node_249173821-node_5017044036 [max_link_capacity=10]
connection: node_1168653539-node_1558997470 [max_link_capacity=2]
connection: node_1168653539-node_96034129 [max_link_capacity=2]
connection: node_1168653539-node_96034469 [max_link_capacity=2]
connection: node_1561447030-node_1227171577 [max_link_capacity=10]
connection: node_1561447030-node_96034469 [max_link_capacity=2]
connection: node_96034844-node_536673959 [max_link_capacity=2]
connection: node_96034844-node_30654771 [max_link_capacity=10]
connection: node_536673959-node_1227171582 [max_link_capacity=10]
connection: node_536673959-node_1227124947 [max_link_capacity=2]
connection: node_739963329-node_96055557 [max_link_capacity=2]
connection: node_739963329-node_13157483176 [max_link_capacity=2]
connection: node_739963329-node_1225347557 [max_link_capacity=2]
connection: node_535188968-node_96055557 [max_link_capacity=2]
connection: node_535188968-node_535188960 [max_link_capacity=10]
connection: node_739900911-node_96055557 [max_link_capacity=2]
connection: node_739900911-node_13157483176 [max_link_capacity=2]
connection: node_96057115-node_1561447088 [max_link_capacity=2]
connection: node_96057115-node_1431755354 [max_link_capacity=2]
connection: node_96057115-node_518381874 [max_link_capacity=2]
connection: node_96057115-node_1561447092 [max_link_capacity=2]
connection: node_1431755354-node_31150594 [max_link_capacity=2]
connection: node_1431755354-node_96057115 [max_link_capacity=2]
connection: node_518381874-node_96061992 [max_link_capacity=2]
connection: node_518381874-node_266652927 [max_link_capacity=2]
connection: node_518381874-node_96057115 [max_link_capacity=2]
connection: node_1561447092-node_96057115 [max_link_capacity=2]
connection: node_1561447092-node_1561447088 [max_link_capacity=2]
connection: node_1561447092-node_1059989223 [max_link_capacity=2]
connection: node_1431752261-node_1431752269 [max_link_capacity=2]
connection: node_1431752261-node_96058564 [max_link_capacity=2]
connection: node_1431752261-node_1558436883 [max_link_capacity=2]
connection: node_96060104-node_1431732873 [max_link_capacity=2]
connection: node_96060104-node_96060107 [max_link_capacity=2]
connection: node_96060104-node_243181922 [max_link_capacity=2]
connection: node_96060107-node_96060109 [max_link_capacity=2]
connection: node_96060107-node_1431732869 [max_link_capacity=2]
connection: node_96060107-node_96060104 [max_link_capacity=2]
connection: node_96060109-node_96060107 [max_link_capacity=2]
connection: node_96060109-node_1431732864 [max_link_capacity=2]
connection: node_96060109-node_683971002 [max_link_capacity=2]
connection: node_1431732869-node_96060107 [max_link_capacity=2]
connection: node_1431732869-node_1431732864 [max_link_capacity=2]
connection: node_1431732869-node_1431732873 [max_link_capacity=2]
connection: node_683971002-node_535221771 [max_link_capacity=2]
connection: node_683971002-node_96060109 [max_link_capacity=2]
connection: node_96061992-node_96061569 [max_link_capacity=2]
connection: node_96061992-node_518381874 [max_link_capacity=2]
connection: node_96061992-node_266652926 [max_link_capacity=2]
connection: node_96061992-node_96062011 [max_link_capacity=2]
connection: node_534972405-node_31150594 [max_link_capacity=10]
connection: node_534972405-node_1431755354 [max_link_capacity=2]
connection: node_289467301-node_96062011 [max_link_capacity=2]
connection: node_289467301-node_289467303 [max_link_capacity=2]
connection: node_289467301-node_96068889 [max_link_capacity=2]
connection: node_96062338-node_289467303 [max_link_capacity=2]
connection: node_96062338-node_1225347561 [max_link_capacity=2]
connection: node_96062338-node_471884876 [max_link_capacity=2]
connection: node_96062338-node_96062011 [max_link_capacity=2]
connection: node_289467303-node_96062338 [max_link_capacity=2]
connection: node_289467303-node_289467306 [max_link_capacity=2]
connection: node_289467303-node_289467301 [max_link_capacity=2]
connection: node_1225347561-node_96062338 [max_link_capacity=2]
connection: node_1225347561-node_1561447083 [max_link_capacity=2]
connection: node_1156628574-node_96070326 [max_link_capacity=2]
connection: node_96070463-node_96070464 [max_link_capacity=2]
connection: node_96070463-node_13157483176 [max_link_capacity=2]
connection: node_96070463-node_249173792 [max_link_capacity=2]
connection: node_96070464-node_249146870 [max_link_capacity=2]
connection: node_96070464-node_96070463 [max_link_capacity=2]
connection: node_96070464-node_249176826 [max_link_capacity=2]
connection: node_96070464-node_249173793 [max_link_capacity=2]
connection: node_13157483176-node_471884874 [max_link_capacity=2]
connection: node_13157483176-node_739900911 [max_link_capacity=2]
connection: node_13157483176-node_96070463 [max_link_capacity=2]
connection: node_13157483176-node_739963329 [max_link_capacity=2]
connection: node_249146870-node_96070464 [max_link_capacity=2]
connection: node_249146870-node_534967483 [max_link_capacity=2]
connection: node_249146870-node_2725213478 [max_link_capacity=2]
connection: node_249176826-node_739900911 [max_link_capacity=2]
connection: node_249176826-node_96070464 [max_link_capacity=2]
connection: node_249173793-node_96070464 [max_link_capacity=2]
connection: node_249173793-node_249173794 [max_link_capacity=10]
connection: node_249145716-node_96071339 [max_link_capacity=2]
connection: node_249145716-node_249145717 [max_link_capacity=2]
connection: node_249145716-node_619379683 [max_link_capacity=2]
connection: node_436620153-node_96076947 [max_link_capacity=2]
connection: node_436620153-node_2605784094 [max_link_capacity=2]
connection: node_436620153-node_436620151 [max_link_capacity=2]
connection: node_353892978-node_96078494 [max_link_capacity=2]
connection: node_353892978-node_96078663 [max_link_capacity=2]
connection: node_353892978-node_96078663 [max_link_capacity=2]
connection: node_96078495-node_1694676882 [max_link_capacity=2]
connection: node_96078495-node_96078494 [max_link_capacity=2]
connection: node_96078495-node_96079297 [max_link_capacity=2]
connection: node_96081296-node_96086354 [max_link_capacity=2]
connection: node_96081296-node_3076536394 [max_link_capacity=2]
